"Name","Version","Entry","SizeGB","SizeMB","LastWriteTime"
"soxr","1.0.0","mh_fneLJnSfUioJidOS5w","0.0004","0.4","2026/1/30 11:49:38"
"matplotlib-inline","0.1.7","micKQeAZhPIcG7gq8n5Sd","0","0","2026/1/30 11:49:39"
"mdurl","0.1.2","MIdiShlIQASKBxnFMeFoS","0","0","2026/1/30 11:49:38"
"python-dotenv","1.1.1","mjQRKC-zhcBhCyb1Y-XkF","0.0001","0.1","2026/3/2 19:25:31"
"llvmlite","0.47.0","mkyPY7YIh5jwqWyWrjNzR","0.1004","102.8","2026/5/20 14:01:03"
"Cython","3.2.4","mmpViIAWs4Sbe0GNmszFS","0.0082","8.4","2026/5/20 13:59:40"
"lazy_loader","0.4","MMUirZPS8Pan5aG181s9x","0","0","2026/1/30 11:49:37"
"ipython","8.37.0","Mnca3AmXbensl-kzq_-06","0.0025","2.5","2026/5/6 19:02:49"
"PyWavelets","1.9.0","mOmok91Rlp4e4ukNjoSPa","0.0074","7.6","2026/2/24 17:13:47"
"greenlet","3.3.1","mpLEDMDWcR7c37WBise4h","0.0006","0.6","2026/2/2 19:21:22"
"colorama","0.4.6","MQFRIhOEtt3TGx-9G9nGT","0.0001","0.1","2026/5/20 13:59:26"
"Pygments","2.20.0","mQSwHD2vakkkSPPA6vHYl","0.0042","4.3","2026/5/19 20:55:04"
"fastapi","0.116.2","MuJb9xN3i1EjeftofBzVv","0.0006","0.6","2026/5/6 19:26:59"
"transformers","5.0.0","MX9H-PIrlaKmtGRAVj8g5","0.0399","40.8","2026/2/2 19:21:38"
"pillow","12.0.0","MxPq6MMoi4ivg2oCnF92B","0.0134","13.7","2026/2/26 13:23:09"
"google-genai","1.63.0","MXrtASuRnGSG9CvCb6yz7","0.0032","3.3","2026/2/13 17:17:09"
"accelerate","1.8.1","mxZpEt0pzk65avaR57wuL","0.0013","1.4","2026/5/6 19:02:46"
"python-multipart","0.0.20","myMt0YB10PcUuV7mZ5x1f","0.0001","0.1","2026/1/30 11:49:40"
"openseespy","3.5.1.12","MZjiTH3BUnxJlIpfH8qc6","0","0","2026/2/14 14:59:21"
"torch","2.9.1+cu128","N-OWFAyaSOHkLXeX2YbBF","4.2027","4303.6","2026/5/19 20:10:08"
"intel-openmp","2021.4.0","N05oCPRAFmdZ4ySHZkkBI","0.0093","9.5","2026/5/20 13:59:27"
"Werkzeug","3.1.3","n11jNGuTTZIUi-_OXNPV7","0.0007","0.7","2026/1/30 11:49:41"
"tensorboard-data-server","0.6.1","n6Y3_bZH1-tm60ycKpX87","0","0","2026/1/30 11:49:41"
"pyparsing","3.2.4","N7xuaIVKb9EaSOctFpdzn","0.0004","0.4","2026/5/6 19:02:48"
"itsdangerous","2.2.0","N8xu6kGzTCaXxnx81krib","0","0","2026/4/15 11:35:41"
"librosa","0.10.2","NAs9PzRsa3f_6gUU8usv4","0.0009","1","2026/5/20 14:00:22"
"websockets","15.0.1","NBYaVV-i35uU-XX8kJcDR","0.0006","0.6","2026/5/6 19:02:47"
"httpcore","1.0.9","ndxlxgH7kRPJ4QDkLSAca","0.0003","0.3","2026/1/30 12:26:31"
"Distance","0.1.3","NFrBCQszGR3AqjSALn5Q_","0","0","2026/1/30 11:49:37"
"six","1.17.0","NFU4Gz34o498vJgXIuv0h","0","0","2026/1/30 11:49:39"
"torch","2.3.1+cu121","NiaS-jQyyqg--kNlNhQ5u","4.115","4213.7","2026/5/20 14:05:53"
"granite-speech-asr","0.1.0","niVr85oRh3nGxZDtScfML","0","0","2026/5/20 0:00:23"
"trove-classifiers","2026.1.14.14","NJW6IeT51Y4ddkcwWij1V","0.0001","0.1","2026/2/1 14:03:40"
"platformdirs","4.4.0","nKpiRpytyVc8HoEyjJDc5","0.0001","0.1","2026/5/6 19:02:49"
"huggingface-hub","0.35.0","nlhW6KlY1Powy9U_4hv-6","0.0021","2.1","2026/1/30 11:49:39"
"torchvision","0.25.0+cu130","NlKKsEXukrEWHu4H6G7Zu","0.0214","21.9","2026/2/2 19:21:21"
"pyasn1_modules","0.4.2","NlQngc_zEmUMkfy5VfDRX","0.0007","0.7","2026/2/13 17:17:09"
"numpy","2.4.2","nm-v_P7Z3AXlqio-upCR-","0.0389","39.9","2026/2/9 16:58:46"
"fsspec","2025.12.0","NnYv95yceaLV-cc-rIPny","0.0007","0.7","2026/2/26 13:23:07"
"fsspec","2024.12.0","noiJVlTrw4h9bRQ7-LeOH","0.0006","0.6","2026/5/20 14:00:21"
"click","8.2.1","NQiyPyCAHSxCJbQ2XdNKY","0.0003","0.4","2026/5/6 19:02:48"
"loguru","0.7.3","NqtmUo9iHiwH3hqrGR9lz","0.0002","0.2","2026/3/2 19:25:31"
"Pygments","2.19.2","NTaKcfrDV4n36RBINHUgU","0.0042","4.3","2026/2/26 12:28:05"
"Brotli","1.1.0","NvJoxhk2eWKVBDZDvmFsa","0.0008","0.8","2026/5/6 19:26:59"
"future","1.0.0","NvZrFHNegx1o2-jkZcFbp","0.0014","1.5","2026/5/6 19:02:48"
"Levenshtein","0.27.3","NwFIY9ZK9jydN_kaqFRfH","0.0002","0.2","2026/2/26 12:28:03"
"indextts","2.0.0","Nx0-xPPen0HZ3qwWbGuXL","0","0","2026/5/6 19:29:02"
"msgpack","1.1.2","NXBQOBltkdKBtA03BVvUG","0.0002","0.2","2026/5/19 20:55:02"
"fsspec","2026.1.0","nxvxUMAV7hu_BtkVbT53c","0.0007","0.7","2026/2/2 19:21:21"
"keras","2.9.0","NYMQatr5xbdxdP2BJgJsB","0.0054","5.5","2026/5/6 19:02:52"
"hatchling","1.28.0","NzPATbl_KGZcBfjqM7X1M","0.0003","0.3","2026/1/30 11:49:39"
"omegaconf","2.3.0","O_wzC9MJdXptTyn5cGU7E","0.0003","0.3","2026/1/30 11:49:37"
"Pygments","2.19.2","O-TfAqDVJwnNXjAUbgURW","0.0042","4.3","2026/5/6 19:02:52"
"sympy","1.14.0","O2TexuuW6o5tUzyker0x6","0.025","25.6","2026/2/9 17:08:46"
"typing_extensions","4.15.0","O3QTxawdWn1xzYw6CdIwE","0.0002","0.2","2026/1/30 12:26:31"
"pillow","12.1.0","O52afzSV0Yz6w8ku3e66Y","0.0136","13.9","2026/2/9 16:59:08"
"pycparser","3.0","O70FynoiP8gDq1YoHOy0L","0.0002","0.2","2026/5/19 20:02:04"
"certifi","2025.8.3","o7i7jCFR6dnDVNz5FSwck","0.0003","0.3","2026/1/30 11:49:39"
"kiwisolver","1.5.0","O9EZ6COnlnt-lphKCbw_7","0.0002","0.2","2026/5/28 15:52:45"
"PyYAML","6.0.3","OAE4bFQhBCsTMhQ_MaqMi","0.0004","0.5","2026/2/2 19:21:21"
"gradio_client","1.13.0","OAV7KiTaWaz5LJHTidShV","0.0009","0.9","2026/5/6 19:26:59"
"einops","0.8.1","obY_bLW85q-mRyUyJsygi","0.0002","0.2","2026/5/6 19:02:51"
"six","1.17.0","ocnSDzwJlWzUgR5mT4NlM","0","0","2026/2/9 16:58:53"
"pycparser","3.0","OD8k_8c68Kq-wVUNGFbdC","0.0002","0.2","2026/2/2 19:21:21"
"networkx","3.4.2","oDmZE9vQ5RRP6K3Ezyo44","0.006","6.1","2026/1/30 11:49:45"
"openseespywin","3.7.0.3","OErjgAACaI5LxtnHud1io","0.0157","16","2026/2/14 12:37:18"
"modelscope","1.20.0","OF4gDt1m3bkxabKfeYM_i","0.0202","20.7","2026/5/20 14:00:38"
"league-tools","1.1.0","oH2-fethqvDatABCLzl0j","0.0002","0.2","2026/3/2 19:25:32"
"pure_eval","0.2.3","OHsjrMS9BF_IFRHp8n_95","0","0","2026/1/30 11:49:38"
"scipy","1.17.1","oi_5z1SflsZZ2TbxSJYNu","0.1027","105.2","2026/5/28 15:52:59"
"wheel","0.45.1","OmVtofYNw_hUOydw5D67n","0.0002","0.2","2026/1/30 11:49:41"
"einops","0.8.2","onNvI5BGi1i9mYO53nd6Y","0.0002","0.2","2026/2/2 19:21:21"
"mdurl","0.1.2","OOmBmCNejLXcgcAx5gZv-","0","0","2026/2/26 12:28:04"
"fsspec","2024.12.0","oQDuBQuFFWxv-xSCLyc6J","0.0006","0.6","2026/2/26 13:17:21"
"pydantic","2.12.5","osCOSDVAyaMnUWNAISqR4","0.0017","1.8","2026/2/13 17:17:09"
"pydub","0.25.1","osjQLEpCb0Tz_XabLbONw","0.0001","0.1","2026/1/30 11:49:40"
"networkx","3.6.1","oUo5ftEaHByhQJi_hw-7w","0.0066","6.7","2026/2/9 17:08:44"
"scikit-learn","1.8.0","oW1F24utWqBvCASHE5kKe","0.0247","25.3","2026/2/26 12:30:13"
"urllib3","2.6.3","P0kp5YshvwRpuLRyRvmTH","0.0004","0.4","2026/2/13 17:17:09"
"websockets","16.0","P0OQ4wGLoZCvmxf-kcYh7","0.0006","0.6","2026/5/19 20:02:05"
"websockets","15.0.1","P2yk3XHdvb1qIXVQMFUfw","0.0006","0.6","2026/1/30 11:49:39"
"pyparsing","3.3.2","p3nGZ7ghJd3XBMjF2cKVh","0.0004","0.4","2026/2/9 16:59:06"
"inflect","7.5.0","p7bWy3qdkebCLej01Ry0Q","0.0001","0.1","2026/1/30 11:49:37"
"typing_extensions","4.15.0","pBTXdd_7wg3jpI5VrbxuA","0.0002","0.2","2026/2/9 17:08:43"
"typer-slim","0.21.1","PCP7UEiLJ8OekuXdI0nw-","0.0002","0.2","2026/1/30 12:26:31"
"MarkupSafe","3.0.3","pcYd9UVRhtgi5hUE3CNgL","0","0","2026/2/2 19:21:21"
"networkx","3.1","pf0bfPj0pX-KMgAG09V6x","0.007","7.1","2026/5/20 14:00:29"
"MarkupSafe","3.0.2","pFlop9cIAuOA_oast3hFo","0","0","2026/5/6 19:02:48"
"exceptiongroup","1.3.1","piNGShbabv8A-kUx38Ae6","0","0","2026/5/20 14:00:23"
"tokenizers","0.22.2","PmPL8liNKsn7SF1MWr97y","0.0071","7.3","2026/2/26 12:28:03"
"pydantic_core","2.46.0","pNrC8Qp7X5gRA6vYm6RLp","0.0052","5.3","2026/4/14 18:27:23"
"huggingface_hub","0.36.2","pOdg0NbgkOGdzlFGMocFi","0.0021","2.2","2026/2/26 12:29:36"
"xxhash","3.5.0","pPGbO8bODOrIj6NCUqYrE","0.0001","0.1","2026/3/2 19:25:31"
"pyasn1","0.6.1","pR4COEc52iPD1qPV4hwou","0.0004","0.4","2026/5/6 19:02:48"
"torchaudio","2.9.1+cu128","prcIBgKV6HB3vnYHo8j0W","0.0109","11.2","2026/5/19 20:04:19"
"google-genai","1.61.0","pScuaMywUrk83lHzaBQ0f","0.0032","3.2","2026/2/1 14:03:19"
"granite-speech-asr","0.1.0","PszMDqPrKmQ0juXOcF7xM","0","0","2026/5/19 20:55:04"
"regex","2026.5.9","PY7MOaBQjJkbgDKl8TdDq","0.0011","1.1","2026/5/20 14:00:22"
"multidict","6.7.1","PZ1-s2fYpcGTwHE8F-bDT","0.0001","0.1","2026/2/2 19:21:21"
"ruamel.yaml","0.19.1","PZp650zFqQOUG0W0STirU","0.0005","0.5","2026/2/26 12:28:03"
"torch-stoi","0.2.3","q25mcMD14ik6pv9lz3UZ6","0","0","2026/1/30 11:49:37"
"setuptools","82.0.1","qck8MLN8IGF5mRHpLhGYx","0.0032","3.3","2026/4/2 21:13:02"
"gradio","5.45.0","qCSq-lfYN9qYAgKAoEcEj","0.1764","180.7","2026/5/6 19:27:08"
"Pygments","2.19.2","QedlGuPrVHv-Ivu3BiPDW","0.0042","4.3","2026/1/30 11:49:43"
"hatchling","1.28.0","qHpH41HRlkIYbQizfj4lA","0.0003","0.3","2026/2/1 14:03:40"
"PyYAML","6.0.2","QJ_yhA9F6wUKNy08_xwMm","0.0005","0.5","2026/1/30 11:49:38"
"executing","2.2.1","qJHtmz2l2bjx4hyfmuI5g","0.0001","0.1","2026/5/6 19:02:49"
"orjson","3.11.3","QjqC4RWgodNT54LAASI5A","0.0003","0.3","2026/1/30 11:49:40"
"Brotli","1.1.0","qkxsoAfvFy_MTV4a9lS19","0.0008","0.8","2026/1/30 11:49:41"
"librosa","0.11.0","QMIxI6IZOsy4MJs4PUfdq","0.0009","1","2026/5/19 20:55:03"
"packaging","25.0","Qn1xptbCdCEDX-XKIvtzz","0.0002","0.2","2026/5/6 19:02:51"
"sniffio","1.3.1","QNIxlOeGb61ZEtsi8sr7w","0","0","2026/5/6 19:02:51"
"hf-gradio","0.4.1","QnPbamhqZMwvqsRUxJ7_e","0","0","2026/5/19 20:55:01"
"pandas","3.0.3","qPbDPQE6qXDk0iB5Ne8wF","0.033","33.8","2026/5/28 15:52:53"
"setuptools","69.5.1","QPLosP9A1JtdBJlAmVnfV","0.0029","3","2026/5/20 14:00:07"
"PyYAML","6.0.3","QQLsX_pu6-qY-XAWs0X96","0.0004","0.5","2026/2/26 12:28:03"
"pygame","2.6.1","QSeOe3iQWaGtY97ghTqtQ","0.021","21.5","2026/4/23 14:16:01"
"tzdata","2026.2","QVhDIEaQ1cZJCkiHaIzsq","0.0005","0.6","2026/5/19 20:55:03"
"shellingham","1.5.4","R07GpIjYCaRwzssTRiQTN","0","0","2026/1/30 12:26:31"
"sentencepiece","0.2.1","r5n4lFOEuxSbbOGGGY00I","0.0023","2.4","2026/2/2 19:21:24"
"granite-speech-asr","0.1.0","R6vrgepmLZjaukGtq0KOC","0","0","2026/5/19 22:03:52"
"tqdm","4.67.1","r7rLq9cw82S9BveuV4Y68","0.0002","0.2","2026/1/30 11:49:37"
"threadpoolctl","3.6.0","R8irj-d6DvzDakIuSc0OT","0.0001","0.1","2026/2/9 17:00:59"
"torchcodec","0.12.0","r8lXHbyavRriMKssmbqw6","0.0059","6.1","2026/5/19 20:18:58"
"prompt_toolkit","3.0.52","raELT4206pBrP0isxEe6p","0.0013","1.3","2026/1/30 11:49:40"
"sympy","1.14.0","rbL4wmHExgP2-0sKnRAO5","0.025","25.6","2026/5/20 14:00:40"
"urllib3","2.5.0","Rbvi0chSeTSkHVKq_ayPS","0.0004","0.4","2026/3/2 19:25:31"
"cryptography","48.0.0","RcVzmbvPaQSzFnQjUHj1Q","0.0096","9.9","2026/5/20 14:00:34"
"safetensors","0.5.2","RDrAcPiJIB7RlYic6_e_V","0.0007","0.7","2026/5/6 19:02:44"
"huggingface-hub","0.35.0","re8qtlCNrPl_JxoRwZoTJ","0.0021","2.1","2026/5/6 19:02:48"
"certifi","2026.1.4","ReJBX9mjKbubU5-Np8V1j","0.0003","0.3","2026/1/30 12:26:32"
"orjson","3.11.3","rj8_DNpZs7RqRdyEmC7hZ","0.0003","0.3","2026/5/6 19:26:59"
"MarkupSafe","3.0.3","rmIvAblCWJ92XPqF6Hi0A","0","0","2026/2/26 12:28:04"
"hf-xet","1.3.1","rOfVU1wKS1Lvjhew7FuqJ","0.008","8.2","2026/2/26 12:28:08"
"Jinja2","3.1.6","RPlGeu9u5k2pDQLbvTphp","0.0005","0.5","2026/2/26 13:23:06"
"msgpack","1.1.2","Rq_7750EiUVxXPzz1U9aE","0.0002","0.2","2026/5/20 14:00:22"
"psutil","7.2.2","rszqVFXfYYRaybA3CLWGy","0.0004","0.4","2026/2/2 19:21:21"
"packaging","26.1","ru0TetpMwH86buX7r5Fn0","0.0003","0.3","2026/4/16 13:18:12"
"torchvision","0.21.0+cu124","RubZV9vCqhcZy4EvXpBm5","0.0147","15.1","2026/2/9 18:17:53"
"sniffio","1.3.1","rwVcI0wZjRmC974Wq2A5N","0","0","2026/1/30 11:49:38"
"pycparser","2.23","ryT3_qdoVrJQWKfVKyu5p","0.0006","0.6","2026/1/30 11:49:38"
"trampoline","0.1.2","S0Ua9qiJsKK-EIj5G_YoL","0","0","2026/2/2 19:21:21"
"httpcore","1.0.9","s2-oVJ8tbmyxEQteev-Lf","0.0003","0.3","2026/2/13 17:17:08"
"anyio","4.13.0","s3cbn0Cpu4y6zfjhoyMCN","0.0004","0.4","2026/5/19 20:02:05"
"PyNaCl","1.6.2","s5c9HDpfIHhCLulMOQPB4","0.0006","0.6","2026/2/2 19:21:21"
"argbind","0.3.9","S8INjVf4qeckLOiub7-Kp","0","0","2026/1/30 11:49:36"
"click","8.3.1","s8zBFxnMiFcg0gzZS6BAb","0.0004","0.4","2026/1/30 12:26:32"
"distro","1.9.0","s9Af3dJsYSCqgHZpfcyuh","0.0001","0.1","2026/2/1 14:03:38"
"Werkzeug","3.1.3","sB66fYXbfx6eVp_UvpXmk","0.0007","0.7","2026/5/6 19:02:46"
"librosa","0.10.2.post1","sC2Hs2zEyk3XzP-nnAmrT","0.0009","1","2026/5/6 19:02:46"
"pandas","2.3.2","sdEohzfA3GirVgJj1Gapg","0.0362","37","2026/5/6 19:03:05"
"httpcore","1.0.9","SdxCr7Mb9PrFDzjFrNSYI","0.0003","0.3","2026/5/6 19:02:51"
"nougat-ocr","0.1.17","sE0d6e0OENREQ_SepF-vx","0.0002","0.2","2026/2/26 12:28:03"
"scikit-learn","1.7.2","sEs57c_HE8nkZr6L5nEIy","0.0267","27.4","2026/5/6 19:02:44"
"pillow","11.3.0","SHpF5qrnrrsaAApraAx3J","0.0134","13.7","2026/1/30 11:49:53"
"tenacity","9.1.2","SIc_PRGPYLAq1WfWLrRiB","0.0001","0.1","2026/2/1 14:03:38"
"packaging","26.0","siMioofaGwkS6-vhz0-NN","0.0003","0.3","2026/1/30 12:26:31"
"aiofiles","23.2.1","siSfUfCHeDkuIxw3Yzc94","0","0","2026/5/20 14:00:23"
"editables","0.6","SKJ0JH4OuxK6smjc2n0Ib","0","0","2026/5/6 19:27:01"
"gradio","5.4.0","SLZEfXcmWGTVprb3zsG3n","0.1965","201.2","2026/5/20 14:01:11"
"mkl","2021.4.0","SOKe9gxIRPQDQWI-mo8w-","0.6198","634.7","2026/5/20 14:01:45"
"grpcio","1.75.0","SPgBKiknulLRWEBjUJawN","0.0103","10.6","2026/5/6 19:02:57"
"pyloudnorm","0.1.1","Sq7qace9fA7dURNnp2wM4","0","0","2026/1/30 11:49:37"
"transformers","4.52.1","sqaVI0YbXhoVchOrA_qxr","0.0435","44.5","2026/5/6 19:03:05"
"openseespywin","3.6.0.2","sSiBmh5bvj5pxJlCHIXQQ","0.0153","15.6","2026/2/14 14:59:05"
"protobuf","3.19.6","Stppg_U6qcWpbSwXTyz19","0.0024","2.5","2026/5/6 19:02:49"
"typing_extensions","4.15.0","svO6LhHSvZfVx9u8wp8bt","0.0002","0.2","2026/2/26 13:23:06"
"annotated-doc","0.0.4","SXHfdQfZaeZRhZpZr_XQ4","0","0","2026/5/19 20:02:04"
"Jinja2","3.1.6","SXTsQ26VjRgyB5RBsRoB7","0.0005","0.5","2026/2/9 17:08:44"
"aiohappyeyeballs","2.6.1","SYtQF1pcutyFv34mfKlXd","0","0","2026/2/26 12:28:04"
"pillow","12.2.0","Szqm63f3EgU9xNGUEv8JU","0.0137","14","2026/4/14 18:27:24"
"PyYAML","6.0.2","sZxhd-UeNHpK0T2scORyC","0.0005","0.5","2026/5/6 19:02:48"
"shellingham","1.5.4","T0dOUiuWFtnt70hxw1ixd","0","0","2026/2/26 12:28:04"
"scikit-learn","1.7.2","t0Fwz0owj1fPYqVL8kUlw","0.0267","27.4","2026/1/30 11:49:37"
"sentencepiece","0.2.1","t1t80_Ih90GYEm6Swriu_","0.0023","2.4","2026/5/6 19:02:50"
"descript-audiotools","0.7.2","t2PzZLkojyat2A7nDSJfp","0.0004","0.4","2026/1/30 11:49:37"
"torchaudio","2.3.1+cu121","T3rcfHtsvPItXH8PXBiOg","0.0175","17.9","2026/5/20 14:00:20"
"av","17.0.1","t6xOP9-BKIoYNIok86Nj0","0.0661","67.7","2026/5/19 20:55:21"
"mpmath","1.3.0","TBLa9NMUTXuMV2GcHuQkS","0.0018","1.9","2026/2/26 13:23:07"
"cycler","0.12.1","TBza7ghj5phcIUUpgJsTk","0","0","2026/1/30 11:49:37"
"pydub","0.25.1","tcNyRnJRtmLthF1gIgNkW","0.0001","0.1","2026/5/6 19:26:59"
"setuptools","82.0.1","tgJQ8H9SJH4sF-Q9vOadT","0.0032","3.3","2026/4/16 13:18:12"
"pyserial","3.5","tIQZ0efRLDYnFZO8lnQq8","0.0003","0.3","2026/4/15 11:35:42"
"anyio","4.10.0","tkVuhmH6fc3OhCibn2Mz5","0.0004","0.4","2026/1/30 11:49:40"
"typing-inspection","0.4.2","tL5L1a1Xzic2e-5A0PZ47","0","0.1","2026/5/19 20:02:04"
"pooch","1.8.2","tM1Icg67pf62wEqhFIUmw","0.0003","0.3","2026/1/30 11:49:38"
"google-auth","2.49.2","TMWVDpyUaevmIb4_lEBfL","0.0008","0.8","2026/4/14 18:27:22"
"typer","0.25.1","tqaf_NGRpY3Q1_4wRY0_6","0.0003","0.3","2026/5/19 20:55:01"
"ruamel.yaml","0.18.17","tqLDd11KM5Kz2-Qt7o2UO","0.0005","0.5","2026/5/20 14:00:22"
"granite-speech-asr","0.1.0","TQSROmvGuzTj_i3NcpSh9","0","0","2026/5/19 20:04:19"
"Werkzeug","3.1.8","TSlWv64M_u5F4uj48VetE","0.0007","0.7","2026/5/19 20:55:03"
"scipy","1.15.3","TsWJrNdK5rsBrvjHlUx9W","0.1128","115.5","2026/1/30 11:50:10"
"filelock","3.20.3","TtyiruD4nQZSHS52anoAG","0","0","2026/2/9 17:08:43"
"click","8.3.2","tUaRtOMv63Lzllt7YsIQj","0.0004","0.4","2026/4/15 11:35:42"
"uvicorn","0.47.0","TVBIHlICM35LuXmE3riAT","0.0002","0.2","2026/5/19 20:02:05"
"async-timeout","5.0.1","tWtM283KJg0jtDsYTmD24","0","0","2026/5/20 14:00:23"
"markdown-it-py","4.0.0","tzpGsdOGcHWz_f4F1J9Cv","0.0002","0.2","2026/5/6 19:02:51"
"requests","2.34.2","u1yxMIAPQwp1n9ZkFMq9s","0.0002","0.2","2026/5/19 20:02:04"
"starlette","1.0.0","u2G0UDMA4LnhSxBUbR9Zy","0.0002","0.2","2026/5/19 20:02:04"
"zstd","1.5.7.2","u6UX5NXJPYumoqt9XpeSz","0.0004","0.4","2026/3/2 19:25:31"
"packaging","25.0","U9oy3q5qUyUflrCktZX_s","0.0002","0.2","2026/1/30 11:49:37"
"markdown-it-py","4.0.0","uaQ5Eum4gSSscGzaZHBug","0.0002","0.2","2026/1/30 11:49:39"
"wheel","0.47.0","Uc-Pb_RRkP7MMC8sTBlnj","0.0001","0.1","2026/5/20 13:59:39"
"pydantic_core","2.18.1","UcWqiGIps0O3-QZbn_tij","0.0049","5","2026/5/20 14:00:19"
"packaging","24.2","uE0IBRk_KdBkqFeL7aANQ","0.0002","0.2","2026/2/26 13:17:21"
"kaldifst","1.8.0","uEmmQeG82j0wWBwAufjW7","0.0039","3.9","2026/5/20 14:00:25"
"altgraph","0.17.5","UeRV6dXiwH4zTlKA6AWnn","0.0001","0.1","2026/4/16 13:18:11"
"soundfile","0.13.1","UeVSjdWF3p9y77Fw8a6-f","0.0023","2.4","2026/5/6 19:02:50"
"scikit-image","0.26.0","uFCtd5rOINAPi_O5SK0Tz","0.0206","21.1","2026/2/26 12:30:13"
"numba","0.65.1","uFEQ0bYr30LA7SkNV_VMo","0.0111","11.4","2026/5/20 14:00:31"
"proces","0.1.7","uldse0407L7oV5azJdE1G","0.0004","0.4","2026/1/30 11:49:37"
"inflect","7.3.1","uLvIjTjB54hynRpLAMFrE","0.0001","0.1","2026/5/20 14:00:23"
"typer","0.21.1","umaHdhdiJVjno_fwKLQxP","0.0002","0.2","2026/2/2 19:21:21"
"joblib","1.5.3","UO509kHsBYW4omiHhVzy_","0.0009","0.9","2026/2/9 16:58:33"
"tensorboard-data-server","0.7.2","upvCGR1Qyg-5yj7PIHI7I","0","0","2026/5/20 14:00:23"
"filelock","3.20.3","uQ4RPEkGksMzf1boCFvEz","0","0","2026/1/30 12:26:31"
"safetensors","0.7.0","Uqs7XLJDdA-U_578793N_","0.0007","0.8","2026/2/26 12:28:03"
"proces","0.1.7","uR2E-WVrhU2vHfkqMOjJD","0.0004","0.4","2026/5/6 19:02:47"
"anyio","4.12.1","uTgrC5iuXWdshwYrWED8n","0.0004","0.4","2026/2/13 17:17:08"
"google-genai","1.73.0","uue6rStJHpCVob53L92vC","0.0035","3.6","2026/4/14 18:27:22"
"filelock","3.19.1","uv96rLp9oNQEmtqItThgB","0","0","2026/5/6 19:02:49"
"frozenlist","1.8.0","UW_MTYD0RxGQgbRsduDjl","0.0001","0.1","2026/5/20 14:00:22"
"cycler","0.12.1","uygLUYsvhKDb3RpQPwzlV","0","0","2026/2/9 16:59:05"
"protobuf","3.19.6","V118Dv5BT88f6mQg3jpLS","0.0024","2.5","2026/1/30 11:49:41"
"aiohttp","3.13.3","v9eFyTu9l3DvinBMOPIsD","0.0014","1.4","2026/2/26 12:28:04"
"pytz","2025.2","V9YIs13xoQetfHmxIBdd-","0.0009","1","2026/1/30 11:49:42"
"mpmath","1.3.0","vAmfMGt--BbLdhrAyqs29","0.0018","1.9","2026/1/30 11:49:40"
"Markdown","3.9","vCV6kkOpFyOrKeJXgkO1_","0.0003","0.3","2026/5/6 19:02:48"
"pluggy","1.6.0","vGKO01Xmp2hD4BEBHlT-4","0.0001","0.1","2026/1/30 11:49:38"
"h11","0.16.0","vH0BLl-3KGYf58PWmHqIw","0.0001","0.1","2026/2/13 17:17:07"
"tokenizers","0.21.0","VH8GEf6TwYF2AshnTNtEt","0.0064","6.5","2026/5/6 19:02:44"
"tbb","2021.13.1","VHKuw_1D0hSphacfLYjwT","0.0007","0.7","2026/5/20 14:00:22"
"humanfriendly","10.0","vIa8yC_9EC8NP6-MLSJPw","0.0003","0.3","2026/5/20 13:59:27"
"PySocks","1.7.1","viIDYmzVVxwd-MDf6jNYD","0","0","2026/5/20 14:00:23"
"google-auth","2.48.0","vIj0DaRFrtTGgjKeklrJe","0.0008","0.8","2026/2/1 14:03:39"
"pefile","2024.8.26","VjrgsJMHneuKvF4AdQbbe","0.0003","0.3","2026/4/16 13:18:12"
"ImageIO","2.37.2","vkjyupJRwKDC5tJJ4oP9q","0.0011","1.1","2026/2/26 12:30:14"
"tenacity","9.1.2","VMke9M0mrb_cUPiPNcca8","0.0001","0.1","2026/5/6 19:02:49"
"regex","2026.1.15","vnU52dwd-tex1jckUeumh","0.0011","1.1","2026/2/2 19:21:22"
"requests","2.32.4","VNV51bY9dRFDHbq2Wl8Mt","0.0002","0.2","2026/3/2 19:25:31"
"numpy","2.4.1","Vo8Ldd9-ePxozVEPUveih","0.0381","39","2026/2/2 19:21:41"
"numba","0.58.1","vr4347tTq7vW-PLLHt61L","0.0103","10.6","2026/1/30 11:49:45"
"albumentations","2.0.8","VR4iQTeUgojMEXlc0BMa0","0.0016","1.6","2026/2/26 12:28:04"
"smmap","5.0.2","vrcgKGtRx0PW5o-gVKrtv","0.0001","0.1","2026/2/2 19:21:21"
"distro","1.9.0","VUG8Qr42r8EGUgeCib5UM","0.0001","0.1","2026/2/13 17:17:06"
"diffusers","0.29.0","vX81UK4v72hzmw0n0IRw8","0.0086","8.8","2026/5/20 14:00:30"
"ruamel.yaml.clib","0.2.12","vxsdE5tggaLPd3t9J94SK","0.0003","0.3","2026/3/2 19:25:31"
"lol-audio-unpack","3.4.0","VYJhB-GhsModHytLvK7Mt","0","0","2026/3/2 19:25:33"
"safehttpx","0.1.7","VzqcNDHljXoUfLgftlrOc","0","0","2026/5/19 20:55:01"
"typer","0.24.2","vZQsDbWQ71hhF92TCO3wj","0.0002","0.3","2026/5/20 14:00:22"
"lazy_loader","0.4","VzRjezFJ1e7BEb27KdPrg","0","0","2026/2/26 12:30:12"
"sentencepiece","0.2.1","w1CCxX2e8fT0RyB4svhiY","0.0023","2.4","2026/2/26 12:28:05"
